"DateTime","PZH01_MST_0055_00"
"2024-01-01 00:00:00",58.9239000031
"2024-01-01 01:00:00",59.127424939899996
"2024-01-01 02:00:00",62.964966040899995
"2024-01-01 03:00:00",64.1340359279
"2024-01-01 04:00:00",65.9983963545
"2024-01-01 05:00:00",63.8711784123
"2024-01-01 06:00:00",61.5043672161
"2024-01-01 07:00:00",63.5959306611
"2024-01-01 08:00:00",62.2948824389
"2024-01-01 09:00:00",61.6480595877
"2024-01-01 10:00:00",62.4518718315
"2024-01-01 11:00:00",61.774090462
"2024-01-01 12:00:00",61.73310744169999
"2024-01-01 13:00:00",61.65841131369999
"2024-01-01 14:00:00",61.80407573459999
"2024-01-01 15:00:00",61.40229335659999
"2024-01-01 16:00:00",61.03469422
"2024-01-01 17:00:00",62.2206336699
"2024-01-01 18:00:00",62.5753290071
"2024-01-01 19:00:00",63.901738711600004
"2024-01-01 20:00:00",63.57494379999999
"2024-01-01 21:00:00",66.0292943358
"2024-01-01 22:00:00",65.7119475194
"2024-01-01 23:00:00",64.0717284683
"2024-01-02 00:00:00",59.35924096450001
"2024-01-02 01:00:00",67.608436328
"2024-01-02 02:00:00",59.03630421119999
"2024-01-02 03:00:00",65.9653637205
"2024-01-02 04:00:00",63.9616417246
"2024-01-02 05:00:00",62.8396666555
"2024-01-02 06:00:00",61.3648629932
"2024-01-02 07:00:00",60.654908028
"2024-01-02 08:00:00",61.3574058285
"2024-01-02 09:00:00",61.09675884149999
"2024-01-02 10:00:00",60.505771233100006
"2024-01-02 11:00:00",60.8040537446
"2024-01-02 12:00:00",60.4130263816
"2024-01-02 13:00:00",59.13081174850001
"2024-01-02 14:00:00",59.6840309299
"2024-01-02 15:00:00",58.81988559
"2024-01-02 16:00:00",59.46283504249999
"2024-01-02 17:00:00",60.76976607700001
"2024-01-02 18:00:00",62.955311338899996
"2024-01-02 19:00:00",64.0319130889
"2024-01-02 20:00:00",64.2062876095
"2024-01-02 21:00:00",64.3224969136
"2024-01-02 22:00:00",65.2106564384
"2024-01-02 23:00:00",62.22891109750001
"2024-01-03 00:00:00",69.7233703671
"2024-01-03 01:00:00",68.3684748812
"2024-01-03 02:00:00",66.3705720533
"2024-01-03 03:00:00",63.233937834200006
"2024-01-03 04:00:00",63.70217505810001
"2024-01-03 05:00:00",63.660568715299995
"2024-01-03 06:00:00",60.44537394569999
"2024-01-03 07:00:00",60.320918935200005
"2024-01-03 08:00:00",60.65500888919999
"2024-01-03 09:00:00",60.123389217
